"";"obs_id";"quote_id";"e_date";"ENB_Nr";"Country1";"Country2";"quote";"masked_quote";"cooperation";"relation"
"561";20212;2849;2000-03-06;124;"Saudi Arabia";"Australia";"SAUDI ARABIA suggested that the referral be by the ERTs... (...) AUSTRALIA said ERTs had a technical assessment function and, accordingly, an essential referral function";"SENDER SUGGESTED THAT THE REFERRAL BE BY THE ERTS... (...) TARGET SAID ERTS HAD A TECHNICAL ASSESSMENT FUNCTION AND, ACCORDINGLY, AN ESSENTIAL REFERRAL FUNCTION";1;4
"562";20213;2849;2000-03-06;124;"Australia";"Saudi Arabia";"SAUDI ARABIA suggested that the referral be by the ERTs... (...) AUSTRALIA said ERTs had a technical assessment function and, accordingly, an essential referral function";"TARGET SUGGESTED THAT THE REFERRAL BE BY THE ERTS... (...) SENDER SAID ERTS HAD A TECHNICAL ASSESSMENT FUNCTION AND, ACCORDINGLY, AN ESSENTIAL REFERRAL FUNCTION";1;4
"563";20224;272;2000-03-06;124;"United States";"Australia";"AUSTRALIA said a staged approach should apply to every issue and that there could be a three-month time limit for the facilitation process relating to eligibility in order to ensure timeliness. The US said the staged approach would not be appli";"TARGET SAID A STAGED APPROACH SHOULD APPLY TO EVERY ISSUE AND THAT THERE COULD BE A THREE-MONTH TIME LIMIT FOR THE FACILITATION PROCESS RELATING TO ELIGIBILITY IN ORDER TO ENSURE TIMELINESS. THE SENDER SAID THE STAGED APPROACH WOULD NOT BE APPLI";0;6
"564";20226;3970;2000-03-06;124;"United Arab Emirates";"United States";"The US said that there should be no change in status until there is a determination by a competent body that non-compliance exists. The UNITED ARAB EMIRATES added that the presumption of good faith and innocence would require that no action be";"THE TARGET SAID THAT THERE SHOULD BE NO CHANGE IN STATUS UNTIL THERE IS A DETERMINATION BY A COMPETENT BODY THAT NON-COMPLIANCE EXISTS. THE SENDER ADDED THAT THE PRESUMPTION OF GOOD FAITH AND INNOCENCE WOULD REQUIRE THAT NO ACTION BE";1;4
"565";20227;3970;2000-03-06;124;"United States";"United Arab Emirates";"The US said that there should be no change in status until there is a determination by a competent body that non-compliance exists. The UNITED ARAB EMIRATES added that the presumption of good faith and innocence would require that no action be";"THE SENDER SAID THAT THERE SHOULD BE NO CHANGE IN STATUS UNTIL THERE IS A DETERMINATION BY A COMPETENT BODY THAT NON-COMPLIANCE EXISTS. THE TARGET ADDED THAT THE PRESUMPTION OF GOOD FAITH AND INNOCENCE WOULD REQUIRE THAT NO ACTION BE";1;4
"566";20228;4130;2000-03-06;124;"United States";"Japan";"The US, with JAPAN, stressed the importance of due process in the enforcement procedure.";"THE SENDER, WITH TARGET, STRESSED THE IMPORTANCE OF DUE PROCESS IN THE ENFORCEMENT PROCEDURE.";1;3
"567";20229;4130;2000-03-06;124;"Japan";"United States";"The US, with JAPAN, stressed the importance of due process in the enforcement procedure.";"THE TARGET, WITH SENDER, STRESSED THE IMPORTANCE OF DUE PROCESS IN THE ENFORCEMENT PROCEDURE.";1;3
"568";20230;4276;2000-03-06;124;"Australia";"United States";"With AUSTRALIA, he (US) added there should be a wide variety of sources of information that the compliance body could use, as appropriate.";"WITH SENDER, HE (TARGET) ADDED THERE SHOULD BE A WIDE VARIETY OF SOURCES OF INFORMATION THAT THE COMPLIANCE BODY COULD USE, AS APPROPRIATE.";1;3
"569";20231;4276;2000-03-06;124;"United States";"Australia";"With AUSTRALIA, he (US) added there should be a wide variety of sources of information that the compliance body could use, as appropriate.";"WITH TARGET, HE (SENDER) ADDED THERE SHOULD BE A WIDE VARIETY OF SOURCES OF INFORMATION THAT THE COMPLIANCE BODY COULD USE, AS APPROPRIATE.";1;3
"570";20238;1866;2000-03-06;124;"Japan";"United States";"JAPAN, the US and others questioned the proposed three catego- ries of outcomes or consequences";"SENDER, THE TARGET AND OTHERS QUESTIONED THE PROPOSED THREE CATEGO- RIES OF OUTCOMES OR CONSEQUENCES";1;4
"571";20239;1866;2000-03-06;124;"United States";"Japan";"JAPAN, the US and others questioned the proposed three catego- ries of outcomes or consequences";"TARGET, THE SENDER AND OTHERS QUESTIONED THE PROPOSED THREE CATEGO- RIES OF OUTCOMES OR CONSEQUENCES";1;4
"572";20240;3029;2000-03-06;124;"Saudi Arabia";"South Africa";"SOUTH AFRICA, opposed by SAUDI ARABIA, identified a need for automatic sanctions";"TARGET, OPPOSED BY SENDER, IDENTIFIED A NEED FOR AUTOMATIC SANCTIONS";0;6
"573";20271;1605;2000-03-06;124;"India";"China";"INDIA, with CHINA, stressed the impor- tance of including the notion of common but differentiated responsibil- ities in the principles section.";"SENDER, WITH TARGET, STRESSED THE IMPOR- TANCE OF INCLUDING THE NOTION OF COMMON BUT DIFFERENTIATED RESPONSIBIL- ITIES IN THE PRINCIPLES SECTION.";1;3
"574";20272;1605;2000-03-06;124;"China";"India";"INDIA, with CHINA, stressed the impor- tance of including the notion of common but differentiated responsibil- ities in the principles section.";"TARGET, WITH SENDER, STRESSED THE IMPOR- TANCE OF INCLUDING THE NOTION OF COMMON BUT DIFFERENTIATED RESPONSIBIL- ITIES IN THE PRINCIPLES SECTION.";1;3
"575";20291;1450;2000-03-17;125;"Uganda";"Bangladesh";"He (Bangladesh) raised the need for capacity building for vulnerability and adaptation assessments. (...) UGANDA highlighted three key issues: capacity building; ...";"HE (TARGET) RAISED THE NEED FOR CAPACITY BUILDING FOR VULNERABILITY AND ADAPTATION ASSESSMENTS. (...) SENDER HIGHLIGHTED THREE KEY ISSUES: CAPACITY BUILDING; ...";1;4
"576";20292;1450;2000-03-17;125;"Bangladesh";"Uganda";"He (Bangladesh) raised the need for capacity building for vulnerability and adaptation assessments. (...) UGANDA highlighted three key issues: capacity building; ...";"HE (SENDER) RAISED THE NEED FOR CAPACITY BUILDING FOR VULNERABILITY AND ADAPTATION ASSESSMENTS. (...) TARGET HIGHLIGHTED THREE KEY ISSUES: CAPACITY BUILDING; ...";1;4
"577";20295;1661;2000-03-17;125;"Saudi Arabia";"Nigeria";"In the ensuing discussion, SAUDI ARABIA and NIGERIA cautioned that energy intensive industry may not necessarily relocate to oil exporting countries.";"IN THE ENSUING DISCUSSION, SENDER AND TARGET CAUTIONED THAT ENERGY INTENSIVE INDUSTRY MAY NOT NECESSARILY RELOCATE TO OIL EXPORTING COUNTRIES.";1;4
"578";20296;1661;2000-03-17;125;"Nigeria";"Saudi Arabia";"In the ensuing discussion, SAUDI ARABIA and NIGERIA cautioned that energy intensive industry may not necessarily relocate to oil exporting countries.";"IN THE ENSUING DISCUSSION, TARGET AND SENDER CAUTIONED THAT ENERGY INTENSIVE INDUSTRY MAY NOT NECESSARILY RELOCATE TO OIL EXPORTING COUNTRIES.";1;4
"579";20297;2790;2000-03-17;125;"Japan";"Saudi Arabia";"SAUDI ARABIA called for immediate action to create structures for dealing with impacts of response measures, with compensation occurring after the extent of impact has been proved. JAPAN noted that compensation is not mentioned in the FCCC and";"TARGET CALLED FOR IMMEDIATE ACTION TO CREATE STRUCTURES FOR DEALING WITH IMPACTS OF RESPONSE MEASURES, WITH COMPENSATION OCCURRING AFTER THE EXTENT OF IMPACT HAS BEEN PROVED. SENDER NOTED THAT COMPENSATION IS NOT MENTIONED IN THE FCCC AND";0;6
"580";20302;1451;2000-03-17;125;"Bolivia";"Canada";"He (Bolivia) noted the information and research and development gap in developing countries, and suggested building indigenous research capacity. (...) CANADA identified opportunities for action, calling for: (...) and research on the impacts o";"HE (SENDER) NOTED THE INFORMATION AND RESEARCH AND DEVELOPMENT GAP IN DEVELOPING COUNTRIES, AND SUGGESTED BUILDING INDIGENOUS RESEARCH CAPACITY. (...) TARGET IDENTIFIED OPPORTUNITIES FOR ACTION, CALLING FOR: (...) AND RESEARCH ON THE IMPACTS O";1;4
"581";20303;1451;2000-03-17;125;"Canada";"Bolivia";"He (Bolivia) noted the information and research and development gap in developing countries, and suggested building indigenous research capacity. (...) CANADA identified opportunities for action, calling for: (...) and research on the impacts o";"HE (TARGET) NOTED THE INFORMATION AND RESEARCH AND DEVELOPMENT GAP IN DEVELOPING COUNTRIES, AND SUGGESTED BUILDING INDIGENOUS RESEARCH CAPACITY. (...) SENDER IDENTIFIED OPPORTUNITIES FOR ACTION, CALLING FOR: (...) AND RESEARCH ON THE IMPACTS O";1;4
"582";20304;65;2000-03-17;125;"Saudi Arabia";"Japan";"... Japan cannot accept the idea of compensation. (...) SAUDI ARABIA: establish a fund/funds to compensate impacted developing countries;";"... TARGET CANNOT ACCEPT THE IDEA OF COMPENSATION. (...) SENDER: ESTABLISH A FUND/FUNDS TO COMPENSATE IMPACTED DEVELOPING COUNTRIES;";0;6
"583";20307;3679;2000-03-17;125;"Philippines";"Antigua and Barbuda";"The PHILIPPINES and ANTIGUA AND BARBUDA called for additional refinement of economic analysis, including other analytical tools besides modeling.";"THE SENDER AND TARGET CALLED FOR ADDITIONAL REFINEMENT OF ECONOMIC ANALYSIS, INCLUDING OTHER ANALYTICAL TOOLS BESIDES MODELING.";1;4
"584";20308;3679;2000-03-17;125;"Antigua and Barbuda";"Philippines";"The PHILIPPINES and ANTIGUA AND BARBUDA called for additional refinement of economic analysis, including other analytical tools besides modeling.";"THE TARGET AND SENDER CALLED FOR ADDITIONAL REFINEMENT OF ECONOMIC ANALYSIS, INCLUDING OTHER ANALYTICAL TOOLS BESIDES MODELING.";1;4
"585";20309;3667;2000-03-17;125;"Netherlands";"Saudi Arabia";"The NETHERLANDS noted the need for national communications from more non-Annex I countries, and disagreed with the concept of a fund for compensation (Saudi Arabias proposal).";"THE SENDER NOTED THE NEED FOR NATIONAL COMMUNICATIONS FROM MORE NON-ANNEX I COUNTRIES, AND DISAGREED WITH THE CONCEPT OF A FUND FOR COMPENSATION (TARGETS PROPOSAL).";0;6
"586";20312;4356;2000-04-15;126;"Australia";"Canada";"he (CANADA) concluded that no single or universal best practice formula exists for domestic policies. (...) She (AUSTRALIA) said measures should be: (...); tailored to national interests and circumstances.";"HE (TARGET) CONCLUDED THAT NO SINGLE OR UNIVERSAL BEST PRACTICE FORMULA EXISTS FOR DOMESTIC POLICIES. (...) SHE (SENDER) SAID MEASURES SHOULD BE: (...); TAILORED TO NATIONAL INTERESTS AND CIRCUMSTANCES.";1;4
"587";20313;4356;2000-04-15;126;"Canada";"Australia";"he (CANADA) concluded that no single or universal best practice formula exists for domestic policies. (...) She (AUSTRALIA) said measures should be: (...); tailored to national interests and circumstances.";"HE (SENDER) CONCLUDED THAT NO SINGLE OR UNIVERSAL BEST PRACTICE FORMULA EXISTS FOR DOMESTIC POLICIES. (...) SHE (TARGET) SAID MEASURES SHOULD BE: (...); TAILORED TO NATIONAL INTERESTS AND CIRCUMSTANCES.";1;4
"588";20315;1859;2000-04-15;126;"United States";"Japan";"JAPAN, supported by the US, said the aim of this workshop was to share ideas on policies and measures, and participants will draw their own conclusions on the information made available.";"TARGET, SUPPORTED BY THE SENDER, SAID THE AIM OF THIS WORKSHOP WAS TO SHARE IDEAS ON POLICIES AND MEASURES, AND PARTICIPANTS WILL DRAW THEIR OWN CONCLUSIONS ON THE INFORMATION MADE AVAILABLE.";1;2
"589";20328;4361;2000-04-15;126;"Portugal";"Australia";"she (PORTUGAL) noted the need for a common framework. (...) She (AUSTRALIA) stressed the utility of developing common framework principles";"SHE (SENDER) NOTED THE NEED FOR A COMMON FRAMEWORK. (...) SHE (TARGET) STRESSED THE UTILITY OF DEVELOPING COMMON FRAMEWORK PRINCIPLES";1;4
"590";20329;4361;2000-04-15;126;"Australia";"Portugal";"she (PORTUGAL) noted the need for a common framework. (...) She (AUSTRALIA) stressed the utility of developing common framework principles";"SHE (TARGET) NOTED THE NEED FOR A COMMON FRAMEWORK. (...) SHE (SENDER) STRESSED THE UTILITY OF DEVELOPING COMMON FRAMEWORK PRINCIPLES";1;4
"591";20331;409;2000-04-15;126;"Australia";"Netherlands";"AUSTRALIA: and called for further sharing of experiences, which could also inform developing countries.(...) On next steps, he(NETHERLANDS) supported: continuing the exchange of information on policies and measures";"SENDER: AND CALLED FOR FURTHER SHARING OF EXPERIENCES, WHICH COULD ALSO INFORM DEVELOPING COUNTRIES.(...) ON NEXT STEPS, HE(TARGET) SUPPORTED: CONTINUING THE EXCHANGE OF INFORMATION ON POLICIES AND MEASURES";1;4
"592";20332;409;2000-04-15;126;"Netherlands";"Australia";"AUSTRALIA: and called for further sharing of experiences, which could also inform developing countries.(...) On next steps, he(NETHERLANDS) supported: continuing the exchange of information on policies and measures";"TARGET: AND CALLED FOR FURTHER SHARING OF EXPERIENCES, WHICH COULD ALSO INFORM DEVELOPING COUNTRIES.(...) ON NEXT STEPS, HE(SENDER) SUPPORTED: CONTINUING THE EXCHANGE OF INFORMATION ON POLICIES AND MEASURES";1;4
"593";20333;3177;2000-04-15;126;"Portugal";"France";"She (PORTUGAL) said further technical and sectoral workshops should be held with support of international agencies. He (FRANCE) suggested holding workshops involving developing countries and moving from an analytical to a synthetic approach.";"SHE (SENDER) SAID FURTHER TECHNICAL AND SECTORAL WORKSHOPS SHOULD BE HELD WITH SUPPORT OF INTERNATIONAL AGENCIES. HE (TARGET) SUGGESTED HOLDING WORKSHOPS INVOLVING DEVELOPING COUNTRIES AND MOVING FROM AN ANALYTICAL TO A SYNTHETIC APPROACH.";1;4
"594";20334;3177;2000-04-15;126;"France";"Portugal";"She (PORTUGAL) said further technical and sectoral workshops should be held with support of international agencies. He (FRANCE) suggested holding workshops involving developing countries and moving from an analytical to a synthetic approach.";"SHE (TARGET) SAID FURTHER TECHNICAL AND SECTORAL WORKSHOPS SHOULD BE HELD WITH SUPPORT OF INTERNATIONAL AGENCIES. HE (SENDER) SUGGESTED HOLDING WORKSHOPS INVOLVING DEVELOPING COUNTRIES AND MOVING FROM AN ANALYTICAL TO A SYNTHETIC APPROACH.";1;4
"595";20344;67;2000-04-15;126;"Denmark";"Netherlands";"... while DENMARK and the NETHERLANDS noted the usefulness of further developing and utilizing indicators.";"... WHILE SENDER AND THE TARGET NOTED THE USEFULNESS OF FURTHER DEVELOPING AND UTILIZING INDICATORS.";1;4
"596";20345;67;2000-04-15;126;"Netherlands";"Denmark";"... while DENMARK and the NETHERLANDS noted the usefulness of further developing and utilizing indicators.";"... WHILE TARGET AND THE SENDER NOTED THE USEFULNESS OF FURTHER DEVELOPING AND UTILIZING INDICATORS.";1;4
"597";20347;2934;2000-06-06;128;"Saudi Arabia";"Zimbabwe";"SAUDI ARABIA, with ZIMBABWE, suggested developing a programme of action building on the workshops held in March.";"SENDER, WITH TARGET, SUGGESTED DEVELOPING A PROGRAMME OF ACTION BUILDING ON THE WORKSHOPS HELD IN MARCH.";1;3
"598";20348;2934;2000-06-06;128;"Zimbabwe";"Saudi Arabia";"SAUDI ARABIA, with ZIMBABWE, suggested developing a programme of action building on the workshops held in March.";"TARGET, WITH SENDER, SUGGESTED DEVELOPING A PROGRAMME OF ACTION BUILDING ON THE WORKSHOPS HELD IN MARCH.";1;3
"599";20355;1302;2000-06-06;128;"Netherlands";"Egypt";"EGYPT called for the development of a well-defined vulnerability index. The NETHERLANDS stated that such a suggestion was premature. He supported action on adaptation, starting with training for vulnerability assessment and development of adapt";"TARGET CALLED FOR THE DEVELOPMENT OF A WELL-DEFINED VULNERABILITY INDEX. THE SENDER STATED THAT SUCH A SUGGESTION WAS PREMATURE. HE SUPPORTED ACTION ON ADAPTATION, STARTING WITH TRAINING FOR VULNERABILITY ASSESSMENT AND DEVELOPMENT OF ADAPT";0;6
"600";20365;221;2000-06-06;128;"Australia";"United States";"AUSTRALIA and the US said discussions should focus on mini- mizing adverse impacts rather than on compensation.";"SENDER AND THE TARGET SAID DISCUSSIONS SHOULD FOCUS ON MINI- MIZING ADVERSE IMPACTS RATHER THAN ON COMPENSATION.";1;4
"601";20366;221;2000-06-06;128;"United States";"Australia";"AUSTRALIA and the US said discussions should focus on mini- mizing adverse impacts rather than on compensation.";"TARGET AND THE SENDER SAID DISCUSSIONS SHOULD FOCUS ON MINI- MIZING ADVERSE IMPACTS RATHER THAN ON COMPENSATION.";1;4
"602";20369;3748;2000-06-06;128;"Korea, Republic";"India";"The REPUBLIC OF KOREA and INDIA sought clarification on the relationship between the Executive Board and national authorities.";"THE REPUBLIC OF SENDER AND TARGET SOUGHT CLARIFICATION ON THE RELATIONSHIP BETWEEN THE EXECUTIVE BOARD AND NATIONAL AUTHORITIES.";1;4
"603";20370;3748;2000-06-06;128;"India";"Korea, Republic";"The REPUBLIC OF KOREA and INDIA sought clarification on the relationship between the Executive Board and national authorities.";"THE REPUBLIC OF TARGET AND SENDER SOUGHT CLARIFICATION ON THE RELATIONSHIP BETWEEN THE EXECUTIVE BOARD AND NATIONAL AUTHORITIES.";1;4
"604";20373;757;2000-06-06;128;"Canada";"Norway";"CANADA and NORWAY emphasized that the verification and certification guidelines should provide for individual project circumstances";"SENDER AND TARGET EMPHASIZED THAT THE VERIFICATION AND CERTIFICATION GUIDELINES SHOULD PROVIDE FOR INDIVIDUAL PROJECT CIRCUMSTANCES";1;4
"605";20374;757;2000-06-06;128;"Norway";"Canada";"CANADA and NORWAY emphasized that the verification and certification guidelines should provide for individual project circumstances";"TARGET AND SENDER EMPHASIZED THAT THE VERIFICATION AND CERTIFICATION GUIDELINES SHOULD PROVIDE FOR INDIVIDUAL PROJECT CIRCUMSTANCES";1;4
"606";20375;1744;2000-06-07;129;"Japan";"United States";"JAPAN and the US doubted the value of using one set of indcators to evaluate national policies";"SENDER AND THE TARGET DOUBTED THE VALUE OF USING ONE SET OF INDCATORS TO EVALUATE NATIONAL POLICIES";1;4
"607";20376;1744;2000-06-07;129;"United States";"Japan";"JAPAN and the US doubted the value of using one set of indcators to evaluate national policies";"TARGET AND THE SENDER DOUBTED THE VALUE OF USING ONE SET OF INDCATORS TO EVALUATE NATIONAL POLICIES";1;4
"608";20377;870;2000-06-07;129;"Canada";"Australia";"CANADA, with AUSTRALIA, called for indicators that take into account specific national circumstances";"SENDER, WITH TARGET, CALLED FOR INDICATORS THAT TAKE INTO ACCOUNT SPECIFIC NATIONAL CIRCUMSTANCES";1;3
"609";20378;870;2000-06-07;129;"Australia";"Canada";"CANADA, with AUSTRALIA, called for indicators that take into account specific national circumstances";"TARGET, WITH SENDER, CALLED FOR INDICATORS THAT TAKE INTO ACCOUNT SPECIFIC NATIONAL CIRCUMSTANCES";1;3
"610";20379;1490;2000-06-07;129;"Canada";"United States";"He(CANADA) preferred the concept of “good practices” to “best practices” and, with the US, highlighted the importance of completing national inventories";"HE(SENDER) PREFERRED THE CONCEPT OF “GOOD PRACTICES” TO “BEST PRACTICES” AND, WITH THE TARGET, HIGHLIGHTED THE IMPORTANCE OF COMPLETING NATIONAL INVENTORIES";1;3
"611";20380;1490;2000-06-07;129;"United States";"Canada";"He(CANADA) preferred the concept of “good practices” to “best practices” and, with the US, highlighted the importance of completing national inventories";"HE(TARGET) PREFERRED THE CONCEPT OF “GOOD PRACTICES” TO “BEST PRACTICES” AND, WITH THE SENDER, HIGHLIGHTED THE IMPORTANCE OF COMPLETING NATIONAL INVENTORIES";1;3
"612";20381;3665;2000-06-07;129;"Netherlands";"France";"The NETHERLANDS and FRANCE said reliance on inventories alone was insufficient to evaluate the effectiveness of P&Ms.";"THE SENDER AND TARGET SAID RELIANCE ON INVENTORIES ALONE WAS INSUFFICIENT TO EVALUATE THE EFFECTIVENESS OF P&MS.";1;4
"613";20382;3665;2000-06-07;129;"France";"Netherlands";"The NETHERLANDS and FRANCE said reliance on inventories alone was insufficient to evaluate the effectiveness of P&Ms.";"THE TARGET AND SENDER SAID RELIANCE ON INVENTORIES ALONE WAS INSUFFICIENT TO EVALUATE THE EFFECTIVENESS OF P&MS.";1;4
"614";20387;3120;2000-06-07;129;"Canada";"Switzerland";"SWITZERLAND, opposed by CANADA, proposed an annual post-verification trading system, wherein emissions trading would be limited to Assigned Amount Units (AAU’s) surplus to the Party’s allocation plan.";"TARGET, OPPOSED BY SENDER, PROPOSED AN ANNUAL POST-VERIFICATION TRADING SYSTEM, WHEREIN EMISSIONS TRADING WOULD BE LIMITED TO ASSIGNED AMOUNT UNITS (AAU’S) SURPLUS TO THE PARTY’S ALLOCATION PLAN.";0;6
"615";20394;2337;2000-06-07;129;"Japan";"Poland";"Noting the different objectives of CDM and JI, JAPAN and POLAND argued against additional requirements on JI";"NOTING THE DIFFERENT OBJECTIVES OF CDM AND JI, SENDER AND TARGET ARGUED AGAINST ADDITIONAL REQUIREMENTS ON JI";1;4
"616";20395;2337;2000-06-07;129;"Poland";"Japan";"Noting the different objectives of CDM and JI, JAPAN and POLAND argued against additional requirements on JI";"NOTING THE DIFFERENT OBJECTIVES OF CDM AND JI, TARGET AND SENDER ARGUED AGAINST ADDITIONAL REQUIREMENTS ON JI";1;4
"617";20396;2198;2000-06-07;129;"New Zealand";"United States";"NEW ZEALAND, with the US, argued that a JI project should be subject to CDM-type scrutiny only where a Party does not comply with Articles 5 and 7, and where these both impact on the project";"SENDER, WITH THE TARGET, ARGUED THAT A JI PROJECT SHOULD BE SUBJECT TO CDM-TYPE SCRUTINY ONLY WHERE A PARTY DOES NOT COMPLY WITH ARTICLES 5 AND 7, AND WHERE THESE BOTH IMPACT ON THE PROJECT";1;3
"618";20397;2198;2000-06-07;129;"United States";"New Zealand";"NEW ZEALAND, with the US, argued that a JI project should be subject to CDM-type scrutiny only where a Party does not comply with Articles 5 and 7, and where these both impact on the project";"TARGET, WITH THE SENDER, ARGUED THAT A JI PROJECT SHOULD BE SUBJECT TO CDM-TYPE SCRUTINY ONLY WHERE A PARTY DOES NOT COMPLY WITH ARTICLES 5 AND 7, AND WHERE THESE BOTH IMPACT ON THE PROJECT";1;3
"619";20407;811;2000-06-07;129;"Tuvalu";"Canada";"CANADA underscored the importance of empha- sizing the national context of sustainable development, while TUVALU stressed a broader approach.";"TARGET UNDERSCORED THE IMPORTANCE OF EMPHA- SIZING THE NATIONAL CONTEXT OF SUSTAINABLE DEVELOPMENT, WHILE SENDER STRESSED A BROADER APPROACH.";0;6
"620";20408;237;2000-06-07;129;"United States";"Australia";"AUSTRALIA cautioned against differentiating between guiding principles and criteria, recalling similar earlier discussions that had not resulted in agreement. Supported by the US, she said the guiding principles for additional activities under";"TARGET CAUTIONED AGAINST DIFFERENTIATING BETWEEN GUIDING PRINCIPLES AND CRITERIA, RECALLING SIMILAR EARLIER DISCUSSIONS THAT HAD NOT RESULTED IN AGREEMENT. SUPPORTED BY THE SENDER, SHE SAID THE GUIDING PRINCIPLES FOR ADDITIONAL ACTIVITIES UNDER";1;2
"621";20409;4278;2000-06-08;130;"Australia";"United States";"With AUSTRALIA, he (US) noted efforts by some oil-producing countries to set aside oil revenues to help mitigate the impacts of response measures";"WITH SENDER, HE (TARGET) NOTED EFFORTS BY SOME OIL-PRODUCING COUNTRIES TO SET ASIDE OIL REVENUES TO HELP MITIGATE THE IMPACTS OF RESPONSE MEASURES";1;3
"622";20410;4278;2000-06-08;130;"United States";"Australia";"With AUSTRALIA, he (US) noted efforts by some oil-producing countries to set aside oil revenues to help mitigate the impacts of response measures";"WITH TARGET, HE (SENDER) NOTED EFFORTS BY SOME OIL-PRODUCING COUNTRIES TO SET ASIDE OIL REVENUES TO HELP MITIGATE THE IMPACTS OF RESPONSE MEASURES";1;3
"623";20415;2204;2000-06-08;130;"Nigeria";"Venezuela";"NIGERIA and VENEZUELA said the mechanisms would be insufficient to ameliorate the impacts of climate change.";"SENDER AND TARGET SAID THE MECHANISMS WOULD BE INSUFFICIENT TO AMELIORATE THE IMPACTS OF CLIMATE CHANGE.";1;4
"624";20416;2204;2000-06-08;130;"Venezuela";"Nigeria";"NIGERIA and VENEZUELA said the mechanisms would be insufficient to ameliorate the impacts of climate change.";"TARGET AND SENDER SAID THE MECHANISMS WOULD BE INSUFFICIENT TO AMELIORATE THE IMPACTS OF CLIMATE CHANGE.";1;4
"625";20423;1701;2000-06-08;130;"Jamaica";"Burkina Faso";"JAMAICA and BURKINA FASO highlighted the special needs of least developed countries.";"SENDER AND TARGET HIGHLIGHTED THE SPECIAL NEEDS OF LEAST DEVELOPED COUNTRIES.";1;4
"626";20424;1701;2000-06-08;130;"Burkina Faso";"Jamaica";"JAMAICA and BURKINA FASO highlighted the special needs of least developed countries.";"TARGET AND SENDER HIGHLIGHTED THE SPECIAL NEEDS OF LEAST DEVELOPED COUNTRIES.";1;4
"627";20429;392;2000-06-08;130;"Australia";"Canada";"AUSTRALIA, with CANADA, sought to limit the compliance system to Annex I Parties’ commitments";"SENDER, WITH TARGET, SOUGHT TO LIMIT THE COMPLIANCE SYSTEM TO ANNEX I PARTIES’ COMMITMENTS";1;3
"628";20430;392;2000-06-08;130;"Canada";"Australia";"AUSTRALIA, with CANADA, sought to limit the compliance system to Annex I Parties’ commitments";"TARGET, WITH SENDER, SOUGHT TO LIMIT THE COMPLIANCE SYSTEM TO ANNEX I PARTIES’ COMMITMENTS";1;3
"629";20439;3030;2000-06-08;130;"United States";"South Africa";"SOUTH AFRICA, opposed by the US, proposed adding the “precautionary approach.”";"TARGET, OPPOSED BY THE SENDER, PROPOSED ADDING THE “PRECAUTIONARY APPROACH.”";0;6
"630";20452;3233;2000-06-08;130;"New Zealand";"United States";"Supported by NEW ZEALAND, the US said the text should specify that the compliance system is supplementary to all compliance aspects under the Protocol";"SUPPORTED BY SENDER, THE TARGET SAID THE TEXT SHOULD SPECIFY THAT THE COMPLIANCE SYSTEM IS SUPPLEMENTARY TO ALL COMPLIANCE ASPECTS UNDER THE PROTOCOL";1;2
"631";20500;519;2000-06-09;131;"Bolivia";"South Africa";"BOLIVIA and SOUTH AFRICA urged greater equilibrium between the rules relating to CDM and JI.";"SENDER AND TARGET URGED GREATER EQUILIBRIUM BETWEEN THE RULES RELATING TO CDM AND JI.";1;4
"632";20501;519;2000-06-09;131;"South Africa";"Bolivia";"BOLIVIA and SOUTH AFRICA urged greater equilibrium between the rules relating to CDM and JI.";"TARGET AND SENDER URGED GREATER EQUILIBRIUM BETWEEN THE RULES RELATING TO CDM AND JI.";1;4
"633";20502;751;2000-06-09;131;"Canada";"Japan";"CANADA and JAPAN emphasized that JI is subject to the rigor of guidelines under Protocol Articles 5, 7 and 8";"SENDER AND TARGET EMPHASIZED THAT JI IS SUBJECT TO THE RIGOR OF GUIDELINES UNDER PROTOCOL ARTICLES 5, 7 AND 8";1;4
"634";20503;751;2000-06-09;131;"Japan";"Canada";"CANADA and JAPAN emphasized that JI is subject to the rigor of guidelines under Protocol Articles 5, 7 and 8";"TARGET AND SENDER EMPHASIZED THAT JI IS SUBJECT TO THE RIGOR OF GUIDELINES UNDER PROTOCOL ARTICLES 5, 7 AND 8";1;4
"635";20548;3823;2000-06-09;131;"Sudan";"Senegal";"The SUDAN and SENEGAL said it was premature to decide on the inclusion of sinks, as the IPCC report had just been released";"THE SENDER AND TARGET SAID IT WAS PREMATURE TO DECIDE ON THE INCLUSION OF SINKS, AS THE IPCC REPORT HAD JUST BEEN RELEASED";1;4
"636";20549;3823;2000-06-09;131;"Senegal";"Sudan";"The SUDAN and SENEGAL said it was premature to decide on the inclusion of sinks, as the IPCC report had just been released";"THE TARGET AND SENDER SAID IT WAS PREMATURE TO DECIDE ON THE INCLUSION OF SINKS, AS THE IPCC REPORT HAD JUST BEEN RELEASED";1;4
"637";20616;2465;2000-06-09;131;"Poland";"Bolivia";"On the IPCC report, BOLIVIA noted the absence of concrete definitions of terms such as “forests,” which were relevant to other Protocol Articles and, opposed by POLAND, proposed developing one universal definition.";"ON THE IPCC REPORT, TARGET NOTED THE ABSENCE OF CONCRETE DEFINITIONS OF TERMS SUCH AS “FORESTS,” WHICH WERE RELEVANT TO OTHER PROTOCOL ARTICLES AND, OPPOSED BY SENDER, PROPOSED DEVELOPING ONE UNIVERSAL DEFINITION.";0;6
